Diamtrs,Laiks3,Laiks2,Laiks1
1.564,56.12,57.17,55.46
0.76,13.91,56.06,53.65
0.829,45.89,21.7,0.44
2.5,29.99,52.36,2.99
1.89,55.88,1.03,25.16
1.91,53.67,12.29,5.2
0.188,49.76,27.87,49.47
1.088,4.24,55.09,50.28
2.273,31.92,11.06,35.21
1.136,40.35,30.02,46.45
1.184,17.41,23.78,29.76
2.298,45.47,33.73,6.64
0.11,37.89,6.12,29.76
0.526,15.72,22.61,20.6
1.494,10.69,33.55,44.5
2.821,35.18,1.27,45.62
2.819,37.9,12.4,37.79
2.523,32.16,1.94,4.42
2.014,1.11,46.05,30.26
2.315,5.59,44.48,55.12
1.141,29.41,49.61,1.77
1.807,26.54,55.66,43.65
1.758,2.72,31.53,10.89
1.417,8.67,11.71,33.23
0.738,1.89,28.02,53.99
1.088,10.98,29.32,29.75
2.561,35.7,59.49,24.07
2.758,10.48,52.15,18.28
2.849,36.49,59.62,18.48
2.838,34.16,1.44,27.89
1.094,40.73,14.29,17.08
1.855,24.53,52.52,47.24
2.663,6.51,22.36,43.12
1.361,48.28,32.73,12.81
0.48,17.68,0.65,26.03
0.414,6.36,8.44,1.53
2.077,39.43,48.5,58.71
1.543,44.81,30.76,47.52
1.446,23.54,27.8,41.19
2.215,19.91,24.76,53.08
2.824,49.44,20.02,22.23
0.158,39.59,1.01,12.43
2.404,21.42,28.27,27.3
1.084,28.05,59.62,32.92
1.764,0.88,7.42,22.76
1.704,40.37,8.87,29.9
1.314,35.55,57.67,37.08
0.224,48.83,10.64,8.4
2.22,46.49,2.92,21.16
0.15,53.93,50.02,27.41
0.054,56.33,22.39,37.94
0.711,34.89,51.81,21.17
1.675,11.04,28.48,9.06
2.925,34.79,56.42,48.0
0.064,33.69,45.61,34.42
2.332,30.26,23.3,25.41
0.837,55.27,45.82,27.23
2.807,29.12,15.83,18.45
2.143,38.41,26.55,0.36
1.817,36.42,9.65,5.77
2.301,53.04,25.75,39.5
1.251,1.31,17.51,58.36
0.574,19.32,41.52,28.76
0.943,5.31,48.99,17.85
1.352,24.6,27.11,44.39
1.926,33.0,27.69,29.97
2.613,38.2,35.91,12.99
2.277,33.03,45.24,31.29
0.592,53.78,8.62,15.57
2.459,40.76,43.43,55.13
0.318,34.87,46.88,11.46
0.885,2.15,52.79,10.73
1.297,23.77,2.47,2.24
1.307,0.43,1.48,40.25
2.714,42.46,45.51,41.93
2.75,16.62,32.63,52.21
2.91,53.97,57.56,16.37
2.636,31.92,8.57,25.75
2.013,1.24,20.82,45.08
1.53,59.05,29.57,41.57
2.56,32.34,53.19,22.33
1.816,41.04,2.97,6.43
1.202,10.41,29.26,4.69
0.044,48.91,17.04,4.92
2.832,7.88,49.41,12.78
1.945,30.61,45.65,5.29
1.755,55.97,19.8,35.4
1.12,7.85,26.76,8.09
1.626,37.72,23.08,2.9
0.753,4.35,49.27,25.09
0.377,21.62,42.59,30.86
0.653,26.01,6.09,21.7
1.824,25.57,17.06,19.78
1.908,0.96,22.15,23.13
1.938,31.68,12.63,36.68
1.683,58.84,26.69,38.97
2.799,1.35,7.19,13.5
0.234,24.23,9.11,23.9
0.869,51.65,18.39,55.69
0.9,53.82,46.29,24.63
0.655,27.38,34.22,24.97
1.804,4.66,42.85,33.07
2.51,37.2,42.57,13.46
0.133,49.02,3.68,39.01
1.15,55.16,7.01,12.5
2.353,44.1,21.84,2.43
2.542,23.41,35.67,57.04
2.804,22.35,29.9,59.58
1.009,19.63,1.09,18.97
0.925,40.25,38.46,2.28
1.181,58.6,51.1,50.13
1.263,29.29,30.29,21.4
0.527,12.04,27.6,2.71
1.836,30.58,42.11,6.39
1.327,14.53,8.59,43.82
2.218,46.69,39.21,16.54
2.666,8.16,10.36,20.05
1.391,17.6,44.8,54.38
1.085,29.13,29.1,34.41
2.743,59.47,22.09,12.66
1.939,28.87,46.14,25.26
1.732,45.01,59.32,0.94
1.682,30.5,55.05,31.24
1.533,29.45,2.02,14.74
1.58,19.84,3.79,50.54
1.763,38.73,9.38,10.65
1.747,34.34,40.14,32.17
2.332,16.44,20.82,9.6
2.537,47.18,56.66,35.19
2.578,41.26,20.05,36.07
0.826,6.49,34.94,42.66
2.051,58.78,8.58,2.42
0.53,44.4,19.66,25.75
1.256,41.48,8.57,45.86
1.105,27.97,23.22,11.1
1.434,53.0,30.06,54.3
0.04,55.57,36.1,14.82
1.501,5.49,35.1,17.53
2.794,22.54,22.83,44.35
0.655,46.9,35.29,59.57
0.987,29.81,6.03,36.21
0.436,58.34,10.61,21.0
1.383,32.85,53.89,42.8
2.32,30.34,46.18,26.15
2.381,29.44,57.82,55.79
0.279,14.7,59.29,23.55
1.826,34.42,31.66,53.94
2.853,46.3,30.4,23.8
2.863,25.54,28.07,26.29
2.741,34.31,23.51,48.23
0.923,30.6,41.65,41.48
1.829,11.34,51.44,23.69
0.067,5.11,25.79,6.68
1.795,12.03,58.76,42.96
1.433,16.63,19.4,1.91
2.155,11.2,33.0,37.91
2.83,25.12,16.13,25.19
1.633,13.01,50.61,32.72
0.841,5.68,22.0,6.67
2.811,7.02,21.54,17.36
1.312,21.18,24.62,25.51
2.46,13.89,10.93,40.13
1.033,23.1,27.26,40.26
2.141,29.41,36.9,11.81
2.696,18.17,11.19,33.42
2.267,18.27,1.37,33.53
1.533,5.04,0.23,25.23
2.657,57.98,20.26,32.83
2.968,50.71,2.79,43.7
0.251,54.14,44.71,34.31
2.915,1.5,14.28,8.24
1.142,47.25,31.0,36.46
2.323,13.89,33.22,38.72
1.593,11.9,47.23,27.19
2.294,4.21,24.62,35.49
0.404,12.28,17.31,4.1
2.118,59.82,16.05,31.13
2.563,58.88,24.58,52.56
2.418,28.36,25.62,53.22
2.341,26.25,43.91,58.37
2.97,46.87,40.18,53.38
1.79,27.33,18.51,0.22
1.908,28.82,45.1,37.33
0.458,55.91,23.19,58.44
1.473,44.57,22.37,18.03
1.405,12.93,34.18,40.74
1.852,23.55,18.11,7.0
0.631,17.4,28.44,24.16
0.281,10.87,8.47,34.95
1.188,16.12,15.7,23.09
0.039,53.82,30.23,35.17
1.789,19.14,30.98,6.76
1.297,52.18,31.26,37.71
1.169,17.06,53.68,11.53
0.243,59.43,31.2,20.85
0.643,39.71,12.74,22.7
1.44,18.37,56.36,26.0
1.413,40.3,7.29,1.95
2.337,23.76,19.59,30.5
0.797,29.71,50.84,37.67
1.746,10.43,49.42,11.25
0.102,10.25,53.91,12.73
2.948,18.14,44.39,39.21
2.897,59.73,53.49,4.48
2.586,11.13,9.9,21.13
2.926,14.91,38.14,10.97
2.676,29.67,50.34,17.85
1.648,56.39,49.09,11.43
2.494,0.81,1.47,44.23
1.078,24.14,30.49,37.6
0.595,34.16,51.59,29.04
0.961,22.79,31.17,36.12
1.053,51.63,41.42,19.71
2.291,55.82,21.2,56.71
0.093,41.12,55.27,43.26
1.64,4.12,39.45,41.98
2.163,19.29,50.68,38.42
1.249,35.22,59.9,11.4
1.292,30.44,29.89,49.69
1.496,37.62,42.18,57.57
1.2,20.57,42.46,45.02
0.462,48.37,24.41,5.89
0.262,13.84,40.84,54.95
0.069,6.55,9.39,50.05
2.104,27.72,10.34,48.05
0.956,59.08,36.53,32.12
1.621,0.58,19.94,15.25
1.688,26.31,24.56,44.89
2.619,1.27,24.93,46.81
1.667,2.11,3.39,54.36
2.149,25.24,42.09,33.17
2.303,22.42,17.46,6.4
1.837,22.47,6.45,0.36
2.085,26.52,40.18,58.57
0.019,56.99,37.75,13.41
0.376,56.81,55.02,30.51
1.127,40.32,2.89,42.26
0.558,50.02,6.03,9.32
2.734,58.6,12.38,22.05
2.572,32.12,48.55,18.13
2.12,44.53,32.11,34.38
2.71,25.52,15.84,46.41
0.972,44.04,19.9,57.47
1.883,6.53,50.74,27.86
0.76,59.68,51.54,39.14
1.865,35.18,22.07,35.55
2.591,43.99,18.17,17.54
2.103,1.38,3.19,51.22
1.932,53.0,58.05,54.03
2.411,20.41,24.16,23.09
1.955,0.7,5.84,6.02
2.458,48.97,9.94,30.15
0.231,46.75,41.47,14.32
1.053,22.63,35.05,20.56
0.637,6.26,23.97,20.86
0.653,9.47,23.2,35.26
0.163,56.17,21.27,45.06
0.803,9.06,56.81,51.24
0.876,48.62,55.49,1.06
0.737,16.22,28.92,53.94
2.603,56.71,2.79,40.25
1.245,54.9,57.3,51.52
2.235,16.35,36.62,44.85
1.665,43.72,6.06,42.67
0.267,15.32,5.49,42.62
1.084,15.11,47.66,7.25
2.298,51.09,35.67,49.25
2.189,10.65,40.81,47.74
1.524,35.44,51.78,19.14
0.271,17.92,58.09,54.31
0.858,46.11,4.32,43.33
1.388,29.42,19.09,48.37
0.431,50.47,48.11,32.67
0.545,46.88,7.12,11.19
2.267,2.07,36.79,50.77
1.015,24.65,54.11,1.8
0.084,9.11,40.13,42.5
0.51,14.63,43.96,43.92
1.728,3.06,44.08,32.7
2.351,52.02,58.16,59.47
2.047,13.13,49.84,38.65
0.983,34.28,52.37,29.74
1.742,34.8,31.4,15.25
2.101,57.66,16.3,47.92
2.376,56.69,56.12,48.73
1.085,40.22,42.65,38.17
1.46,22.4,20.51,19.11
2.524,8.12,34.21,24.1
0.824,56.57,30.96,11.87
1.028,6.17,20.43,54.2
2.575,48.11,3.18,16.77
0.311,51.77,51.43,37.1
2.786,20.75,35.81,22.78
2.446,41.27,49.91,54.16
0.452,49.83,47.0,45.38
2.376,47.47,28.3,13.85
1.267,42.45,13.18,14.71
1.172,23.35,43.46,32.46
1.122,58.61,43.52,24.62
2.009,8.8,57.47,11.6
0.775,46.37,28.44,23.14
2.961,23.13,1.53,59.28
0.616,53.08,10.73,19.33
1.733,44.77,25.97,50.71
1.441,3.02,36.47,13.4
1.854,43.33,46.5,11.41
2.893,19.87,4.79,5.44
1.733,30.05,53.46,0.33
2.118,31.67,36.99,44.94
0.63,20.81,27.14,26.97
1.14,38.15,8.09,43.51
1.206,4.66,26.06,29.35
2.317,50.93,29.44,29.94
0.908,5.1,1.0,32.81
0.226,31.65,22.05,58.03
1.459,20.75,5.55,29.43
1.419,14.05,47.59,17.93
1.038,10.28,14.07,31.62
2.972,17.54,8.26,24.32
2.659,16.06,54.23,10.5
0.796,50.48,57.72,51.58
0.314,0.13,59.97,34.32
1.247,3.25,9.99,50.19
0.903,54.71,54.03,7.14
2.869,28.52,15.22,10.46
2.229,12.09,34.41,46.65
0.548,3.0,51.23,42.48
2.016,17.8,54.67,23.81
2.125,5.89,40.78,18.48
1.571,33.37,1.29,17.95
2.878,18.93,12.33,50.07
2.202,23.71,55.56,43.61
2.022,28.21,3.49,24.44
0.436,7.24,54.58,41.31
0.347,39.65,10.01,13.72
2.182,37.91,28.46,9.83
1.849,32.46,19.94,45.08
0.969,31.2,4.82,0.56
2.415,54.7,57.91,1.57
2.108,0.48,51.05,11.58
2.875,11.63,21.2,47.08
2.411,39.82,8.74,7.7
1.664,8.14,51.22,7.75
0.646,58.77,8.75,9.0
1.998,16.9,6.61,31.72
1.793,38.5,37.64,9.61
1.352,56.4,3.81,51.16
1.164,15.86,22.18,59.14
1.313,43.48,37.95,24.63
2.051,57.41,19.1,57.53
0.373,30.64,11.28,42.81
2.577,38.2,27.54,43.94
0.135,2.68,37.48,25.23
2.467,29.37,28.34,57.96
1.142,32.38,17.57,36.05
2.999,18.56,6.72,53.16
2.115,2.23,35.75,51.59
0.768,54.85,22.37,12.68
1.252,48.82,9.84,58.74
1.351,38.57,0.13,20.43
0.444,13.85,22.14,54.65
2.291,2.3,40.82,36.91
0.698,3.16,2.89,54.41
2.838,25.32,34.93,3.99
0.504,6.95,20.2,32.32
0.586,57.69,16.93,46.34
2.143,14.87,58.47,50.34
2.779,51.04,29.19,1.51
0.819,14.42,48.22,27.28
0.136,9.57,31.17,36.82
2.75,21.21,7.6,44.32
0.617,36.75,50.39,27.49
2.554,54.92,13.05,19.96
1.498,36.49,9.35,45.96
1.623,22.5,59.52,16.03
0.804,58.98,13.0,27.62
0.819,36.09,29.25,18.91
2.125,24.19,17.32,16.97
1.667,15.85,31.37,22.9
1.463,23.0,59.52,0.75
1.654,19.95,50.43,8.8
0.533,11.33,40.92,48.3
2.84,17.22,20.07,59.17
0.457,36.95,49.28,39.67
2.524,14.02,6.33,19.69
0.392,10.1,6.83,18.92
1.316,50.78,59.28,19.04
2.167,54.74,55.39,26.57
0.791,27.16,55.16,57.67
1.416,53.27,26.55,3.12
1.214,43.19,54.57,0.34
1.772,3.26,4.89,41.18
2.331,7.5,29.56,58.29
0.787,0.41,14.76,33.98
1.864,54.3,32.4,28.44
0.075,1.6,24.77,55.26
0.596,5.41,30.36,18.83
2.14,19.66,48.21,2.06
0.062,10.22,31.35,44.5
0.792,29.88,21.84,33.62
1.174,55.41,48.26,8.16
2.048,37.92,8.46,19.72
1.819,6.36,49.42,29.46
1.716,17.89,11.11,12.17
0.854,0.33,54.39,10.01
0.135,44.86,17.55,3.25
2.188,29.54,31.16,5.0
1.58,17.92,5.4,20.6
1.485,32.12,30.93,3.47
0.785,3.32,29.6,27.86
0.391,28.56,45.01,55.4
1.338,43.61,38.04,57.89
0.244,49.61,2.41,23.63
1.261,28.65,54.88,33.51
1.174,28.05,21.65,49.16
1.455,27.42,16.54,19.67
1.698,29.71,55.41,43.51
0.249,53.25,16.37,52.99
2.199,35.89,37.02,6.94
1.923,49.64,52.03,19.82
1.483,4.9,27.3,32.53
2.63,23.48,46.58,2.65
0.912,49.43,13.98,14.17
2.058,49.25,51.09,6.51
2.045,10.56,19.24,46.7
0.024,16.91,36.9,46.09
1.521,19.53,11.82,9.78
0.903,45.25,0.36,25.44
0.099,20.23,42.67,54.54
2.374,6.45,54.53,15.1
0.099,22.37,39.71,40.3
1.304,25.64,34.54,56.22
1.034,33.84,18.25,41.74
0.055,8.71,57.62,52.61
2.191,49.72,28.6,8.7
0.268,33.05,42.81,5.39
2.448,21.32,38.18,8.39
2.629,41.01,7.22,31.12
1.634,2.54,17.66,10.01
0.218,15.53,12.88,36.95
0.114,14.78,52.06,32.74
0.669,24.33,24.44,44.42
2.502,48.34,17.93,49.52
2.785,19.01,37.22,57.93
1.256,8.48,54.12,14.4
2.473,51.11,10.98,5.53
1.473,32.34,51.8,1.0
2.949,44.11,15.46,44.11
1.232,28.68,55.17,20.39
1.517,9.01,36.02,26.85
2.729,11.26,41.94,16.11
2.874,22.01,45.49,15.23
1.596,0.01,17.95,24.46
1.478,15.69,56.27,51.09
1.874,37.73,22.87,3.34
1.969,39.56,54.22,57.94
1.565,17.97,27.64,59.62
2.466,52.9,0.8,25.02
2.536,6.09,51.23,31.0
2.643,8.91,9.45,34.36
1.778,18.49,6.01,57.01
0.41,33.31,29.56,25.6
2.562,29.6,7.31,29.29
0.039,56.72,49.67,42.11
0.692,51.99,14.98,33.58
1.212,46.3,16.96,24.46
2.235,47.42,10.72,56.18
1.982,51.54,29.1,50.01
2.769,46.87,27.55,0.27
0.002,1.13,26.92,14.5
0.806,46.02,14.89,29.41
1.215,40.23,21.58,53.94
0.076,36.1,56.48,23.2
1.469,32.51,3.35,32.21
2.144,21.35,32.98,12.87
0.137,27.01,17.09,6.22
1.505,10.78,10.43,47.62
2.349,29.64,35.3,34.17
0.273,16.24,40.94,26.64
1.331,46.16,11.24,54.25
0.399,39.17,41.6,56.79
2.609,37.59,13.88,19.78
2.788,37.21,58.37,16.66
2.149,57.58,12.39,6.91
0.442,8.93,12.47,52.18
1.681,16.53,51.82,50.55
2.204,31.15,19.96,17.47
2.766,25.37,13.75,44.61
1.209,53.85,5.31,27.61
2.145,6.19,33.82,40.37
0.575,19.32,2.72,39.86
2.31,2.08,33.87,33.76
0.45,7.57,41.62,51.12
1.551,4.78,35.02,10.26
0.181,8.27,25.45,56.85
1.976,48.78,24.16,14.06
2.89,35.22,43.8,13.7
2.883,27.22,42.95,52.18
0.234,40.71,3.16,41.98
2.271,3.6,28.63,18.83
1.908,31.9,39.8,7.28
2.13,47.06,0.22,14.11
0.725,7.91,29.92,58.0
2.297,38.5,50.01,24.12
1.389,60.0,9.68,53.38
1.875,38.45,12.74,38.69
0.514,4.88,36.82,23.49
0.308,26.9,37.6,59.63
2.285,22.73,6.47,3.36
0.5,46.66,28.1,2.76
2.049,22.25,37.2,6.76
2.652,41.22,53.17,43.35
1.843,37.28,52.22,6.45
2.736,7.28,32.0,21.51
2.501,34.32,23.79,23.7
1.91,9.81,42.52,18.05
1.124,40.59,0.59,48.06
0.42,41.93,4.36,29.55
1.184,47.17,10.97,52.56
2.722,14.91,21.23,48.99
1.103,39.0,46.61,23.82
1.987,8.16,25.64,12.52
0.236,22.24,32.26,55.59
2.92,57.85,27.8,42.51
0.909,16.97,30.19,20.47
1.292,21.26,36.79,37.75
1.279,25.57,40.06,2.85
0.266,1.63,4.25,24.62
0.62,14.07,32.63,54.11
1.572,56.62,19.71,37.38
1.411,25.1,57.02,37.07
2.666,45.08,40.58,29.34
0.413,14.74,14.68,20.44
1.612,43.31,8.37,57.34
1.478,58.78,37.84,38.74
0.172,57.87,6.71,2.91
1.956,22.71,35.55,46.75
1.561,37.04,47.22,55.71
1.083,59.9,36.07,28.5
1.862,11.08,32.34,43.71
1.871,21.1,29.84,31.27
1.348,6.97,54.62,41.08
1.539,29.74,2.17,27.78
0.818,29.51,44.64,56.05
2.685,38.74,56.57,11.62
1.292,49.32,5.15,22.96
0.251,37.35,7.21,35.62
1.465,22.57,27.88,30.07
2.821,4.6,34.77,21.91
1.984,31.51,27.43,49.61
2.365,27.78,38.74,3.86
2.826,35.41,22.97,18.88
0.48,20.0,58.5,37.6
2.579,15.51,24.23,38.58
2.095,55.99,11.79,53.32
0.078,10.8,56.05,32.94
0.73,45.85,23.06,19.27
2.057,21.19,45.23,42.86
1.068,1.87,43.8,58.0
0.428,29.82,8.99,48.93
1.728,49.11,57.33,25.29
0.802,38.61,41.58,43.78
1.356,19.27,7.52,26.66
1.254,54.03,18.34,27.52
2.994,57.4,26.54,22.99
2.601,24.91,10.03,39.84
0.264,2.62,46.71,17.78
0.944,9.91,20.53,5.27
2.073,54.75,54.04,45.12
2.636,32.19,21.4,26.5
2.204,39.7,11.8,58.44
2.143,20.1,25.75,28.92
2.424,43.42,9.9,58.89
1.204,37.66,15.52,41.73
0.781,12.22,37.0,59.9
0.897,56.65,26.87,3.83
2.826,37.93,48.56,42.45
0.606,12.35,27.97,17.06
2.934,15.27,3.78,26.41
1.756,22.14,26.2,58.4
2.219,52.69,58.71,14.49
1.269,4.36,35.63,24.0
0.634,2.29,13.5,37.96
1.822,40.26,51.59,57.65
0.427,28.44,24.39,25.21
0.63,13.83,42.21,25.12
1.545,23.44,58.51,19.17
2.614,18.53,24.81,0.34
0.115,4.23,59.85,4.09
0.574,20.48,47.98,30.88
2.373,52.08,55.94,41.55
0.467,52.43,5.86,41.68
0.88,38.6,26.19,53.66
2.181,5.49,9.33,3.81
1.482,2.28,3.15,50.21
1.624,13.41,45.56,47.62
0.25,18.91,17.96,48.74
0.901,33.26,19.74,5.37
0.232,3.81,7.39,52.66
1.377,29.45,30.23,38.5
2.365,38.73,58.01,21.77
0.276,12.89,43.25,12.28
0.149,51.31,4.86,54.89
2.403,35.32,49.91,3.61
2.045,10.33,45.7,21.0
0.918,13.03,53.14,11.74
1.538,20.26,47.4,43.05
2.104,44.02,50.78,33.49
0.423,42.68,12.1,57.23
2.74,54.08,54.17,53.83
0.42,29.01,27.4,49.23
0.509,18.8,26.12,41.58
1.947,37.89,15.01,50.62
1.634,15.53,56.52,7.75
0.714,33.35,26.17,25.71
0.515,1.99,11.83,50.34
0.213,9.29,53.83,56.27
1.519,9.09,40.54,36.22
0.604,27.89,0.88,40.48
0.416,32.26,30.9,19.72
0.608,23.57,48.25,47.59
0.642,6.37,9.26,58.29
1.006,4.57,56.38,55.18
2.368,47.44,53.64,41.48
0.469,31.67,1.57,55.49
2.52,7.26,40.0,9.17
1.765,15.18,53.21,14.8
1.417,35.36,39.3,6.88
1.017,35.66,45.22,51.59
0.142,25.3,57.33,19.99
0.459,4.76,58.75,50.71
0.762,15.36,10.39,48.55
1.877,21.81,24.37,18.76
1.708,27.11,46.96,19.5
1.741,12.79,37.41,57.72
0.819,12.02,28.11,9.42
1.01,21.32,6.23,31.32
0.493,24.5,55.9,46.98
0.58,0.86,6.49,15.96
2.086,53.9,33.05,10.2
1.324,44.87,26.95,53.35
1.342,10.83,0.68,17.22
0.865,58.0,9.47,12.9
0.312,19.81,6.78,47.81
2.608,34.61,33.22,55.02
1.461,32.16,28.79,17.13
1.186,24.92,19.44,4.03
1.056,16.79,10.77,45.24
0.5,37.39,35.02,21.99
1.044,58.82,56.96,50.39
1.187,12.19,38.0,10.18
2.172,16.29,34.46,16.46
0.899,25.88,39.15,8.88
1.507,52.43,7.26,25.57
1.169,51.09,47.59,22.78
2.241,5.43,34.85,35.08
1.307,41.64,59.35,58.66
1.228,54.06,13.83,39.1
0.438,15.94,8.2,21.1
2.289,38.9,16.79,21.08
2.146,35.17,7.8,38.18
1.075,14.35,15.87,0.37
2.41,13.74,4.19,11.07
2.914,13.48,39.22,21.18
0.615,32.73,11.25,51.03
0.697,26.72,9.53,7.98
0.1,18.9,42.34,3.73
2.371,23.17,7.36,47.6
0.655,27.84,10.46,44.54
1.302,15.94,51.4,41.24
1.209,55.85,4.51,20.01
2.995,58.7,14.49,58.24
2.739,37.03,15.71,26.5
0.696,47.9,52.05,45.45
1.059,47.52,42.2,37.93
0.826,57.87,42.42,9.98
1.776,50.96,27.53,27.15
2.471,28.95,27.72,52.95
1.705,23.27,22.24,43.64
1.964,59.65,39.69,5.3
0.522,48.85,41.05,17.75
1.227,26.51,32.71,24.74
1.902,41.35,1.35,32.25
1.788,34.9,19.0,27.24
2.829,53.16,14.24,34.35
2.718,40.18,1.39,51.64
1.758,25.01,53.41,29.0
2.367,27.1,10.46,43.19
2.744,35.69,13.49,9.24
1.972,44.17,4.21,57.06
1.148,4.08,31.35,41.4
1.095,52.86,52.69,14.6
1.985,37.69,27.57,0.32
0.572,22.54,19.73,47.52
1.004,53.89,24.73,9.67
0.834,26.44,47.83,17.72
1.253,42.58,37.49,12.76
1.576,20.27,28.91,43.79
2.041,30.39,11.33,5.06
1.362,24.95,41.85,54.92
2.222,30.33,0.93,13.9
0.191,24.55,48.98,0.11
1.352,21.4,38.01,21.8
0.187,20.15,1.39,7.94
1.636,0.76,7.95,28.67
0.609,22.91,7.37,56.6
0.764,46.97,49.36,9.51
1.26,32.41,3.6,24.91
2.749,45.31,32.08,43.7
2.21,28.29,22.06,47.86
0.488,55.64,34.66,0.91
2.29,8.71,37.21,52.92
1.521,29.49,18.21,40.6
0.366,18.07,53.59,55.58
1.798,12.33,17.68,56.82
2.827,39.84,13.49,45.45
2.941,5.66,58.3,54.95
0.988,7.36,47.46,12.37
2.829,48.04,3.11,48.07
0.43,37.5,3.82,38.05
2.327,25.75,8.11,50.35
0.812,29.42,17.05,46.97
2.353,58.25,39.96,47.0
0.848,4.46,44.56,59.02
1.608,22.49,55.34,59.81
1.284,50.17,37.88,6.31
2.397,49.81,36.87,33.37
0.172,54.76,14.87,34.72
0.964,49.61,51.68,22.17
2.096,12.63,39.98,26.42
2.453,14.79,7.4,2.81
1.807,54.7,45.51,56.04
1.229,59.06,56.91,39.56
0.258,22.95,27.18,4.52
2.17,54.87,26.66,47.0
0.303,16.39,40.82,36.74
1.907,5.44,4.52,11.03
0.709,8.36,19.85,33.61
1.315,33.07,32.81,49.83
0.377,16.09,33.23,20.63
0.556,20.24,52.66,23.75
2.52,16.98,53.84,0.92
0.253,34.36,2.33,18.52
2.603,45.15,48.94,1.08
2.261,40.07,57.65,29.06
2.523,55.59,4.05,1.42
1.339,56.12,8.3,53.04
2.916,29.81,15.46,16.4
1.151,46.34,3.04,14.41
2.381,29.28,41.3,43.11
0.068,40.4,51.61,44.47
0.52,28.66,7.39,47.11
2.424,26.25,9.21,59.36
0.495,42.41,49.27,11.97
1.893,27.45,12.77,37.12
2.83,3.63,46.93,19.05
1.353,8.74,53.03,37.96
1.907,5.08,31.43,7.81
2.754,1.51,8.65,49.4
2.431,1.47,3.67,21.14
1.902,16.67,24.91,5.09
0.111,23.37,41.36,21.66
0.972,56.46,54.24,34.13
0.63,56.2,26.79,10.06
1.745,29.51,13.27,36.23
2.863,28.45,13.8,46.7
0.422,32.09,1.3,13.56
2.554,40.13,5.42,1.78
2.986,0.81,30.72,11.87
0.428,46.97,26.62,39.47
1.806,35.03,24.32,31.88
1.167,15.28,21.49,24.76
1.602,47.92,4.57,36.54
1.15,26.17,12.75,12.2
1.954,58.13,8.39,5.47
0.358,12.4,51.2,26.86
0.41,19.26,21.95,3.92
0.574,2.65,8.27,3.97
1.495,3.03,52.26,30.79
0.124,20.83,35.16,54.27
2.315,18.67,7.82,5.31
2.956,41.36,26.43,26.55
2.744,56.36,14.87,9.57
0.806,33.81,44.75,34.3
0.603,17.77,44.44,37.67
2.907,41.81,12.92,32.67
1.135,6.86,52.07,15.39
0.035,42.45,44.4,2.12
2.842,20.55,19.84,9.34
2.173,39.65,34.95,28.15
1.806,55.28,23.83,1.26
1.421,25.89,33.93,3.45
0.272,26.35,37.2,4.17
0.251,37.52,56.49,56.37
1.886,48.98,26.69,11.9
1.301,9.89,0.63,32.66
1.753,58.87,14.56,51.58
2.169,1.62,8.86,24.27
2.558,40.28,29.94,35.18
0.443,16.47,51.17,34.35
1.693,57.77,2.78,16.17
2.566,15.47,29.76,56.63
0.121,15.21,43.32,17.31
1.413,25.37,30.5,17.93
0.668,0.08,59.78,39.07
0.723,49.71,39.99,58.93
0.963,39.01,10.68,7.98
1.18,57.89,52.37,3.72
0.902,8.42,39.71,27.34
2.83,58.44,15.74,53.76
2.013,34.33,4.02,46.04
1.785,39.37,2.57,5.4
1.696,55.49,59.19,50.74
0.052,57.52,39.03,26.09
1.056,15.79,41.1,43.53
2.55,32.87,5.57,25.46
0.594,1.98,44.65,29.49
1.831,21.84,43.31,10.97
1.315,44.71,11.67,37.22
1.699,44.24,53.62,36.83
0.442,46.35,44.98,9.85
2.95,15.93,11.56,10.08
1.728,31.33,51.03,29.55
0.658,56.06,35.89,41.87
1.073,26.46,53.5,45.76
2.301,4.54,39.74,34.18
2.266,5.33,48.32,54.13
0.685,46.57,29.4,18.19
2.88,49.49,15.69,14.2
1.15,49.07,17.79,51.38
1.195,25.97,9.54,39.74
0.273,18.28,22.08,42.87
1.645,42.88,28.07,29.4
2.601,34.31,29.02,59.61
2.269,18.65,33.63,1.83
1.052,16.26,49.26,48.1
1.885,46.66,41.07,57.09
1.309,38.09,4.15,7.25
0.486,35.95,37.66,29.75
2.474,3.22,6.93,21.6
0.355,50.05,0.7,42.73
2.716,56.43,46.1,43.08
2.879,34.76,14.41,21.32
0.373,9.75,27.85,12.33
0.694,50.89,34.78,27.99
0.825,28.26,34.23,32.78
1.681,25.2,19.12,6.91
1.703,15.91,31.24,28.35
2.908,29.71,6.79,1.17
1.059,43.38,21.46,42.98
1.498,17.44,45.18,56.02
1.574,56.82,40.34,38.15
2.311,19.87,51.46,0.67
2.541,0.51,31.42,19.29
2.546,26.64,20.64,15.48
2.856,6.17,24.75,16.35
0.941,57.42,23.96,40.87
0.583,57.43,43.57,14.33
0.382,33.53,37.15,56.12
0.564,5.4,1.19,46.86
2.881,22.16,10.24,18.67
2.858,0.1,15.04,21.02
1.673,5.68,56.74,28.96
0.085,8.19,44.71,22.8
0.064,28.59,25.52,14.68
0.796,5.42,41.64,44.89
2.593,56.19,54.13,32.26
1.64,21.24,18.85,4.91
1.118,7.54,32.5,34.05
0.554,18.87,16.11,11.08
2.29,51.0,38.99,33.77
0.242,40.4,26.96,22.48
2.123,29.09,32.42,6.65
